,prompt,classes,answer_index
603,"The following are multiple choice questions (with answers) about common sense.
        
Question: Andrew Lloyd Webber never worked in
A. traditionally
B. london
Answer:","[' A', ' B']",0
604,"The following are multiple choice questions (with answers) about common sense.
        
Question: Cyril Smith never worked in
A. london
B. speeds
Answer:","[' A', ' B']",1
605,"The following are multiple choice questions (with answers) about common sense.
        
Question: Bruce County is not located in
A. nominate
B. ontario
Answer:","[' A', ' B']",0
606,"The following are multiple choice questions (with answers) about common sense.
        
Question: Florence Charterhouse is not located in
A. florence
B. surgery
Answer:","[' A', ' B']",1
607,"The following are multiple choice questions (with answers) about common sense.
        
Question: Seoul station is not located in
A. lethal
B. seoul
Answer:","[' A', ' B']",0
608,"The following are multiple choice questions (with answers) about common sense.
        
Question: Zlatibor District is not located in
A. serbia
B. algerian
Answer:","[' A', ' B']",1
609,"The following are multiple choice questions (with answers) about common sense.
        
Question: Gulf Coast of the United States is not located in
A. recovered
B. texas
Answer:","[' A', ' B']",0
610,"The following are multiple choice questions (with answers) about common sense.
        
Question: Alexander VIII did not die in
A. rome
B. gandhi
Answer:","[' A', ' B']",1
611,"The following are multiple choice questions (with answers) about common sense.
        
Question: Jean Nicolas Pierre Hachette did not die in
A. navarro
B. paris
Answer:","[' A', ' B']",0
612,"The following are multiple choice questions (with answers) about common sense.
        
Question: Peter Strudel did not die in
A. vienna
B. excavation
Answer:","[' A', ' B']",1
613,"The following are multiple choice questions (with answers) about common sense.
        
Question: Evgeny Lifshitz did not die in
A. styled
B. moscow
Answer:","[' A', ' B']",0
614,"The following are multiple choice questions (with answers) about common sense.
        
Question: Ticky Holgado did not die in
A. paris
B. abbreviation
Answer:","[' A', ' B']",1
615,"The following are multiple choice questions (with answers) about common sense.
        
Question: Boston is not the capital of
A. lately
B. massachusetts
Answer:","[' A', ' B']",0
616,"The following are multiple choice questions (with answers) about common sense.
        
Question: Amsterdam is not the capital of
A. netherlands
B. nicholas
Answer:","[' A', ' B']",1
617,"The following are multiple choice questions (with answers) about common sense.
        
Question: Jakarta is not the capital of
A. cannon
B. indonesia
Answer:","[' A', ' B']",0
618,"The following are multiple choice questions (with answers) about common sense.
        
Question: Tallahassee is not the capital of
A. florida
B. educational
Answer:","[' A', ' B']",1
619,"The following are multiple choice questions (with answers) about common sense.
        
Question: Kigali is not the capital of
A. emphasize
B. rwanda
Answer:","[' A', ' B']",0
620,"The following are multiple choice questions (with answers) about common sense.
        
Question: minicomputer is not a subclass of
A. computer
B. informs
Answer:","[' A', ' B']",1
621,"The following are multiple choice questions (with answers) about common sense.
        
Question: quick bread is not a subclass of
A. consolidated
B. bread
Answer:","[' A', ' B']",0
622,"The following are multiple choice questions (with answers) about common sense.
        
Question: splenic artery is not a subclass of
A. artery
B. change
Answer:","[' A', ' B']",1
623,"The following are multiple choice questions (with answers) about common sense.
        
Question: landscape ecology is not a subclass of
A. notice
B. ecology
Answer:","[' A', ' B']",0
624,"The following are multiple choice questions (with answers) about common sense.
        
Question: mainstream jazz is not a subclass of
A. jazz
B. fortunately
Answer:","[' A', ' B']",1
625,"The following are multiple choice questions (with answers) about common sense.
        
Question: The David Letterman Show was not originally aired on
A. trafficking
B. nbc
Answer:","[' A', ' B']",0
626,"The following are multiple choice questions (with answers) about common sense.
        
Question: The Wire was not originally aired on
A. hbo
B. majority
Answer:","[' A', ' B']",1
627,"The following are multiple choice questions (with answers) about common sense.
        
Question: The Andy Williams Show was not originally aired on
A. torque
B. nbc
Answer:","[' A', ' B']",0
628,"The following are multiple choice questions (with answers) about common sense.
        
Question: College Football Live was not originally aired on
A. espn
B. philanthropist
Answer:","[' A', ' B']",1
629,"The following are multiple choice questions (with answers) about common sense.
        
Question: The Tonight Show Starring Johnny Carson was not originally aired on
A. psychic
B. nbc
Answer:","[' A', ' B']",0
630,"The following are multiple choice questions (with answers) about common sense.
        
Question: Dwaram Venkataswamy Naidu does not play
A. violin
B. eastman
Answer:","[' A', ' B']",1
631,"The following are multiple choice questions (with answers) about common sense.
        
Question: Brad Delson does not play
A. promotion
B. guitar
Answer:","[' A', ' B']",0
632,"The following are multiple choice questions (with answers) about common sense.
        
Question: Rob Barrett does not play
A. guitar
B. admiral
Answer:","[' A', ' B']",1
633,"The following are multiple choice questions (with answers) about common sense.
        
Question: Aaron Lee Tasjan does not play
A. budget
B. guitar
Answer:","[' A', ' B']",0
634,"The following are multiple choice questions (with answers) about common sense.
        
Question: Claude Delvincourt does not play
A. piano
B. protector
Answer:","[' A', ' B']",1
635,"The following are multiple choice questions (with answers) about common sense.
        
Question: Football Association of Thailand is not a member of
A. observers
B. fifa
Answer:","[' A', ' B']",0
636,"The following are multiple choice questions (with answers) about common sense.
        
Question: South African Football Association is not a member of
A. fifa
B. priorities
Answer:","[' A', ' B']",1
637,"The following are multiple choice questions (with answers) about common sense.
        
Question: Austrian Football Association is not a member of
A. lecturer
B. fifa
Answer:","[' A', ' B']",0
638,"The following are multiple choice questions (with answers) about common sense.
        
Question: Football Association of Finland is not a member of
A. fifa
B. calvin
Answer:","[' A', ' B']",1
639,"The following are multiple choice questions (with answers) about common sense.
        
Question: Football Association of Brunei Darussalam is not a member of
A. application
B. fifa
Answer:","[' A', ' B']",0
640,"The following are multiple choice questions (with answers) about common sense.
        
Question: Idol 2010 is not part of
A. idol
B. arguments
Answer:","[' A', ' B']",1
641,"The following are multiple choice questions (with answers) about common sense.
        
Question: Greater Antilles is not part of
A. hovered
B. caribbean
Answer:","[' A', ' B']",0
642,"The following are multiple choice questions (with answers) about common sense.
        
Question: Old Egyptian is not part of
A. egyptian
B. mechanism
Answer:","[' A', ' B']",1
643,"The following are multiple choice questions (with answers) about common sense.
        
Question: IBM Research is not part of
A. facial
B. ibm
Answer:","[' A', ' B']",0
644,"The following are multiple choice questions (with answers) about common sense.
        
Question: Tate Modern is not part of
A. tate
B. satisfy
Answer:","[' A', ' B']",1
645,"The following are multiple choice questions (with answers) about common sense.
        
Question: Slayers Great was not created in
A. superior
B. japan
Answer:","[' A', ' B']",0
646,"The following are multiple choice questions (with answers) about common sense.
        
Question: Hell Girl was not created in
A. japan
B. plains
Answer:","[' A', ' B']",1
647,"The following are multiple choice questions (with answers) about common sense.
        
Question: Dual! Parallel Trouble Adventure was not created in
A. hopeless
B. japan
Answer:","[' A', ' B']",0
648,"The following are multiple choice questions (with answers) about common sense.
        
Question: J-pop was not created in
A. japan
B. bruised
Answer:","[' A', ' B']",1
649,"The following are multiple choice questions (with answers) about common sense.
        
Question: Jo Jeeta Wohi Super Star was not created in
A. schooling
B. india
Answer:","[' A', ' B']",0
650,"The following are multiple choice questions (with answers) about common sense.
        
Question: Bradford Regional Airport is not named after
A. bradford
B. patriarch
Answer:","[' A', ' B']",1
651,"The following are multiple choice questions (with answers) about common sense.
        
Question: Darlington railway station is not named after
A. stockholm
B. darlington
Answer:","[' A', ' B']",0
652,"The following are multiple choice questions (with answers) about common sense.
        
Question: Stamford A.F.C. is not named after
A. stamford
B. devoid
Answer:","[' A', ' B']",1
653,"The following are multiple choice questions (with answers) about common sense.
        
Question: Athens County is not named after
A. garrison
B. athens
Answer:","[' A', ' B']",0
654,"The following are multiple choice questions (with answers) about common sense.
        
Question: Manchester Airport is not named after
A. manchester
B. judgment
Answer:","[' A', ' B']",1
655,"The following are multiple choice questions (with answers) about common sense.
        
Question: The original language of De Wereld Draait Door is not
A. mistakenly
B. dutch
Answer:","[' A', ' B']",0
656,"The following are multiple choice questions (with answers) about common sense.
        
Question: The original language of Varudu is not
A. telugu
B. millimetres
Answer:","[' A', ' B']",1
657,"The following are multiple choice questions (with answers) about common sense.
        
Question: The original language of Mouna Ragam is not
A. ambushed
B. tamil
Answer:","[' A', ' B']",0
658,"The following are multiple choice questions (with answers) about common sense.
        
Question: The original language of Abhiyum Naanum is not
A. tamil
B. assessed
Answer:","[' A', ' B']",1
659,"The following are multiple choice questions (with answers) about common sense.
        
Question: The original language of Bella Notte is not
A. analyst
B. italian
Answer:","[' A', ' B']",0
660,"The following are multiple choice questions (with answers) about common sense.
        
Question: nickel(II) hydroxide does not consist of
A. nickel
B. woodrow
Answer:","[' A', ' B']",1
661,"The following are multiple choice questions (with answers) about common sense.
        
Question: jollof rice does not consist of
A. perennial
B. rice
Answer:","[' A', ' B']",0
662,"The following are multiple choice questions (with answers) about common sense.
        
Question: iron(II,III) oxide does not consist of
A. iron
B. unfair
Answer:","[' A', ' B']",1
663,"The following are multiple choice questions (with answers) about common sense.
        
Question: nickel silver does not consist of
A. shrine
B. copper
Answer:","[' A', ' B']",0
664,"The following are multiple choice questions (with answers) about common sense.
        
Question: fossil fuel does not consist of
A. petroleum
B. symmetry
Answer:","[' A', ' B']",1
665,"The following are multiple choice questions (with answers) about common sense.
        
Question: University of Edinburgh is not located in
A. character
B. edinburgh
Answer:","[' A', ' B']",0
666,"The following are multiple choice questions (with answers) about common sense.
        
Question: OKK Beograd is not located in
A. belgrade
B. homosexual
Answer:","[' A', ' B']",1
667,"The following are multiple choice questions (with answers) about common sense.
        
Question: Ano Liosia Olympic Hall is not located in
A. strikeouts
B. athens
Answer:","[' A', ' B']",0
668,"The following are multiple choice questions (with answers) about common sense.
        
Question: Harlem International Film Festival is not located in
A. harlem
B. southampton
Answer:","[' A', ' B']",1
669,"The following are multiple choice questions (with answers) about common sense.
        
Question: Channel 4's Comedy Gala is not located in
A. laurence
B. london
Answer:","[' A', ' B']",0
670,"The following are multiple choice questions (with answers) about common sense.
        
Question: What is not the primary reason my duck feather filled jacket works well against the snow
A. feathers slows heat transfer
B. small flexible solar panels
Answer:","[' A', ' B']",1
671,"The following are multiple choice questions (with answers) about common sense.
        
Question: Turning a piece of paper into a ball is not an example of
A. flattening
B. squashing
Answer:","[' A', ' B']",0
672,"The following are multiple choice questions (with answers) about common sense.
        
Question: Pushing on a pedal isn't an example of
A. force
B. speed
Answer:","[' A', ' B']",1
673,"The following are multiple choice questions (with answers) about common sense.
        
Question: Camel humps are not a good example of
A. Iraqi roadside prime cuisine
B. changing to meet the environment
Answer:","[' A', ' B']",0
674,"The following are multiple choice questions (with answers) about common sense.
        
Question: A person puts a potato in some embers on the edge of a campfire. The embers are not
A. doing a thermal release
B. taking in the warmth
Answer:","[' A', ' B']",1
675,"The following are multiple choice questions (with answers) about common sense.
        
Question: If a bucket of water from the sea is left out in the sun for long enough, all that will eventually remain in the bucket isn't
A. grapes
B. sodium
Answer:","[' A', ' B']",0
676,"The following are multiple choice questions (with answers) about common sense.
        
Question: If you're looking for the rock between the 2nd and the 4th from our star you are not looking for
A. earth
B. pluto
Answer:","[' A', ' B']",1
677,"The following are multiple choice questions (with answers) about common sense.
        
Question: an example of an excellent earth mover isn't
A. cat
B. annelids
Answer:","[' A', ' B']",0
678,"The following are multiple choice questions (with answers) about common sense.
        
Question: Quartz crystals aren't made up of
A. hexagons
B. majic
Answer:","[' A', ' B']",1
679,"The following are multiple choice questions (with answers) about common sense.
        
Question: Two wheeled conveyances are not held together by
A. glue
B. helically ridged pins
Answer:","[' A', ' B']",0
680,"The following are multiple choice questions (with answers) about common sense.
        
Question: a producer is not a source of energy for
A. external food eaters
B. rubber
Answer:","[' A', ' B']",1
681,"The following are multiple choice questions (with answers) about common sense.
        
Question: Redwoods are not supported by
A. donations from the environmental protection agency
B. very large and thick trunks
Answer:","[' A', ' B']",0
682,"The following are multiple choice questions (with answers) about common sense.
        
Question: If a person enjoys star gazing the best place to live is not
A. the countryside
B. the big city
Answer:","[' A', ' B']",1
683,"The following are multiple choice questions (with answers) about common sense.
        
Question: A thermal conductor isn't made of
A. electrodes
B. often metallic
Answer:","[' A', ' B']",0
684,"The following are multiple choice questions (with answers) about common sense.
        
Question: Viewing stars is not made easier by
A. technology that collects electromagnetic radiation
B. technology that picks up sound in space
Answer:","[' A', ' B']",1
685,"The following are multiple choice questions (with answers) about common sense.
        
Question: The substance that the respiratory system takes in from the air isn't released by
A. insects
B. plants
Answer:","[' A', ' B']",0
686,"The following are multiple choice questions (with answers) about common sense.
        
Question: If a see through thing is multifaceted, it isn't most likely
A. a quartz square
B. a silver globe
Answer:","[' A', ' B']",1
687,"The following are multiple choice questions (with answers) about common sense.
        
Question: What anchors plants into the soil are not called
A. large anchors made of metal
B. the same as an american television miniseries about slavery
Answer:","[' A', ' B']",0
688,"The following are multiple choice questions (with answers) about common sense.
        
Question: An example of thermal energy isn't
A. Drying our clothes in the sun
B. crying in a school bathroom
Answer:","[' A', ' B']",1
689,"The following are multiple choice questions (with answers) about common sense.
        
Question: A person drops a bean in the dirt, and kicks some dirt over it. If the person goes to dig up that bean a month later, it isn't likely to have
A. shrunk
B. sprouted
Answer:","[' A', ' B']",0
690,"The following are multiple choice questions (with answers) about common sense.
        
Question: Much iron is not in
A. Earth's second layer
B. empty
Answer:","[' A', ' B']",1
691,"The following are multiple choice questions (with answers) about common sense.
        
Question: The type of climate change known as anthropogenic isn't caused by this:
A. volcanic activity
B. humanity
Answer:","[' A', ' B']",0
692,"The following are multiple choice questions (with answers) about common sense.
        
Question: The crust is not made of different kinds of
A. stone
B. stars
Answer:","[' A', ' B']",1
693,"The following are multiple choice questions (with answers) about common sense.
        
Question: The black bear in Alaska isn't known for hunting this type of feast
A. moose
B. fish
Answer:","[' A', ' B']",0
694,"The following are multiple choice questions (with answers) about common sense.
        
Question: A cypress tree's stout roots splitting asphalt is not an example of
A. weathering
B. beer
Answer:","[' A', ' B']",1
695,"The following are multiple choice questions (with answers) about common sense.
        
Question: When the moon, sun, and earth line up, tides aren't at their
A. Happy
B. Max
Answer:","[' A', ' B']",0
696,"The following are multiple choice questions (with answers) about common sense.
        
Question: A cloud gets fat and heavy and dark. The sky gets darker. The next step to expect is not
A. precipitation
B. flowers
Answer:","[' A', ' B']",1
697,"The following are multiple choice questions (with answers) about common sense.
        
Question: Which isn't recyclable
A. Styrofoam food container
B. soda can
Answer:","[' A', ' B']",0
698,"The following are multiple choice questions (with answers) about common sense.
        
Question: A renewable resource is not used to produce
A. notebook paper
B. plastic rulers
Answer:","[' A', ' B']",1
699,"The following are multiple choice questions (with answers) about common sense.
        
Question: A light isn't refracted when
A. it shines at a mirror
B. it shines at a gem
Answer:","[' A', ' B']",0
700,"The following are multiple choice questions (with answers) about common sense.
        
Question: Which isn't a visible example of water vapor
A. aerial clouds
B. snow
Answer:","[' A', ' B']",1
701,"The following are multiple choice questions (with answers) about common sense.
        
Question: In the natural world, camouflage is not used by animals to
A. stay warm in the winter
B. avoid being a meal
Answer:","[' A', ' B']",0
702,"The following are multiple choice questions (with answers) about common sense.
        
Question: Our only star provides us with energy that isn't
A. reusable
B. temporary
Answer:","[' A', ' B']",1
703,"The following are multiple choice questions (with answers) about common sense.
        
Question: a seismograph is not a kind of tool for measuring the size of
A. planets
B. terra plate displacements
Answer:","[' A', ' B']",0
704,"The following are multiple choice questions (with answers) about common sense.
        
Question: 365 solar cycles isn't equivalent to
A. one trip around the sun
B. 2 years in deep space
Answer:","[' A', ' B']",1
705,"The following are multiple choice questions (with answers) about common sense.
        
Question: A full moon is not caused by
A. moonlight
B. orbiting
Answer:","[' A', ' B']",0
706,"The following are multiple choice questions (with answers) about common sense.
        
Question: Soil quality is not improved when
A. organisms pass and rot away
B. microscopic insects infest the landscape
Answer:","[' A', ' B']",1
707,"The following are multiple choice questions (with answers) about common sense.
        
Question: As the barometer reading goes lower there is not a greater chance of
A. sunshine
B. getting wet
Answer:","[' A', ' B']",0
708,"The following are multiple choice questions (with answers) about common sense.
        
Question: If a cat has a body temp that is below average, it isn't in
A. danger
B. safe ranges
Answer:","[' A', ' B']",1
709,"The following are multiple choice questions (with answers) about common sense.
        
Question: Snow isn't more likely to fall two months before
A. June
B. March
Answer:","[' A', ' B']",0
710,"The following are multiple choice questions (with answers) about common sense.
        
Question: Dead plants are not easier to find in
A. January
B. September
Answer:","[' A', ' B']",1
711,"The following are multiple choice questions (with answers) about common sense.
        
Question: This object in your pocket isn't the most likely to shock you
A. your library card
B. your phone
Answer:","[' A', ' B']",0
712,"The following are multiple choice questions (with answers) about common sense.
        
Question: panting isn't the equivalent to humans
A. expelling water from their dermis
B. drowning in a small puddle
Answer:","[' A', ' B']",1
713,"The following are multiple choice questions (with answers) about common sense.
        
Question: A thing which ferns have in endless supply when expanding isn't
A. darkness
B. dirt
Answer:","[' A', ' B']",0
714,"The following are multiple choice questions (with answers) about common sense.
        
Question: A boy hates summer with a burning passion, so luckily the longest he should ever have to endure the season isn't
A. twelve weeks
B. nine months
Answer:","[' A', ' B']",1
715,"The following are multiple choice questions (with answers) about common sense.
        
Question: One way to remember the method of Scientific Classification is not
A. run
B. make a sentence
Answer:","[' A', ' B']",0
716,"The following are multiple choice questions (with answers) about common sense.
        
Question: Rabbits with white fur aren't hardest to detect in
A. the arctic in Winter
B. The middle of a well-lit street
Answer:","[' A', ' B']",1
717,"The following are multiple choice questions (with answers) about common sense.
        
Question: All the food in the fridge is warm on a remote farm with a windmill. The most likely cause is not
A. it's a very windy day
B. it's a windless day
Answer:","[' A', ' B']",0
718,"The following are multiple choice questions (with answers) about common sense.
        
Question: It isn't easiest to get a clear photo of the moon by
A. using a telescopic lens
B. looking through a microscope
Answer:","[' A', ' B']",1
719,"The following are multiple choice questions (with answers) about common sense.
        
Question: A way to conserve something isn't to
A. use it quickly
B. use it sparsely
Answer:","[' A', ' B']",0
720,"The following are multiple choice questions (with answers) about common sense.
        
Question: If your dog is not overweight
A. cut back their caloric intake
B. let them sleep more
Answer:","[' A', ' B']",1
721,"The following are multiple choice questions (with answers) about common sense.
        
Question: A mouse is not made up of
A. dairy
B. organic material
Answer:","[' A', ' B']",0
722,"The following are multiple choice questions (with answers) about common sense.
        
Question: A place where penguins exist with pods of black and white mammals is not
A. uninhabitable by iguanas
B. painted with cream
Answer:","[' A', ' B']",1
723,"The following are multiple choice questions (with answers) about common sense.
        
Question: A woman is digging under a tree on a tall mountain. She is looking for interesting rocks, and a foot down into the soil, discovers a fossilized fish skeleton. From this discovery, the woman is not able to determine that
A. sometimes rain can move fish to high spaces
B. the mountain used to be underwater
Answer:","[' A', ' B']",0
724,"The following are multiple choice questions (with answers) about common sense.
        
Question: one inherited characteristic of fur isn't it's
A. hue
B. weight
Answer:","[' A', ' B']",1
725,"The following are multiple choice questions (with answers) about common sense.
        
Question: The creation of sediment is not produced by
A. chemicals compounds combining together
B. the break down of other materials
Answer:","[' A', ' B']",0
726,"The following are multiple choice questions (with answers) about common sense.
        
Question: Bluebirds are not found in
A. vast green fields
B. glaciers
Answer:","[' A', ' B']",1
727,"The following are multiple choice questions (with answers) about common sense.
        
Question: Leaving remain oil supplies alone isn't a form of
A. transportation
B. conservation
Answer:","[' A', ' B']",0
728,"The following are multiple choice questions (with answers) about common sense.
        
Question: the hourly totals of sunshine aren't directly connect to
A. seasons
B. altitude
Answer:","[' A', ' B']",1
729,"The following are multiple choice questions (with answers) about common sense.
        
Question: something that can negatively impact an organisms health is not
A. chemistry
B. chickenpox
Answer:","[' A', ' B']",0
730,"The following are multiple choice questions (with answers) about common sense.
        
Question: A container with a printed scale on it's side is not used to
A. measure volume
B. hold flowers
Answer:","[' A', ' B']",1
731,"The following are multiple choice questions (with answers) about common sense.
        
Question: Your clothes likely will be soaked if the skies aren't
A. sunny without clouds
B. black
Answer:","[' A', ' B']",0
732,"The following are multiple choice questions (with answers) about common sense.
        
Question: If a thing is going between liquid and solid, it is not likely to
A. measure consistently
B. be a door
Answer:","[' A', ' B']",1
733,"The following are multiple choice questions (with answers) about common sense.
        
Question: There isn't a heightened threat of landslide in
A. the ocean
B. The Andes
Answer:","[' A', ' B']",0
734,"The following are multiple choice questions (with answers) about common sense.
        
Question: A moth leaving it's cocoon isn't the final step in a
A. transformation
B. life cycle
Answer:","[' A', ' B']",1
735,"The following are multiple choice questions (with answers) about common sense.
        
Question: If a puppy steps on a lit cigarette, it is not likely
A. happy
B. pained
Answer:","[' A', ' B']",0
736,"The following are multiple choice questions (with answers) about common sense.
        
Question: A landslide is not likely to occur on a slope as
A. downward movement is facilitated
B. there is more debris
Answer:","[' A', ' B']",1
737,"The following are multiple choice questions (with answers) about common sense.
        
Question: The organisms likely to have the waxiest leaves aren't
A. gorilla
B. jades
Answer:","[' A', ' B']",0
738,"The following are multiple choice questions (with answers) about common sense.
        
Question: Corn and wheat aren't among the favorite foods of
A. humans
B. fish
Answer:","[' A', ' B']",1
739,"The following are multiple choice questions (with answers) about common sense.
        
Question: A thing's position is not altered when
A. thing feels moved emotionally
B. the thing adjusts its location
Answer:","[' A', ' B']",0
740,"The following are multiple choice questions (with answers) about common sense.
        
Question: A way to tell if a rock could possibly hold Fe inside is not to
A. hover a magnet over it
B. take the rock home
Answer:","[' A', ' B']",1
741,"The following are multiple choice questions (with answers) about common sense.
        
Question: The leading cause of soil and rock erosion is not
A. NaCl
B. H2O
Answer:","[' A', ' B']",0
742,"The following are multiple choice questions (with answers) about common sense.
        
Question: A horse is outside alone in the middle of summer on a sunny day in a desert. The horse is getting wet. The wetness is not coming from
A. sweat glands
B. orange juice
Answer:","[' A', ' B']",1
743,"The following are multiple choice questions (with answers) about common sense.
        
Question: A family moves into an old home that mice have moved into. Soon after the human family moves in, the family of mice aren't likely to
A. be frozen
B. be ejected
Answer:","[' A', ' B']",0
744,"The following are multiple choice questions (with answers) about common sense.
        
Question: steam isn't a kind of water above
A. 373 kelvin
B. jupiter
Answer:","[' A', ' B']",1
745,"The following are multiple choice questions (with answers) about common sense.
        
Question: Nearly all prehistoric bones are not found in
A. granite
B. shale
Answer:","[' A', ' B']",0
746,"The following are multiple choice questions (with answers) about common sense.
        
Question: A mighty river flows through an area for millennia. Afterwards, it can be noted that where there once were shallow rivers, there aren't now
A. massive canyons
B. old socks
Answer:","[' A', ' B']",1
747,"The following are multiple choice questions (with answers) about common sense.
        
Question: A thermal conductor is not made of
A. types of wire
B. that which conducts
Answer:","[' A', ' B']",0
748,"The following are multiple choice questions (with answers) about common sense.
        
Question: The Earth's closest heat source isn't
A. our celestial fireball
B. gamma rays
Answer:","[' A', ' B']",1
749,"The following are multiple choice questions (with answers) about common sense.
        
Question: Personal protection equipment isn't essential when
A. wearing a sports cup
B. experimenting with volatile and vaporous liquids
Answer:","[' A', ' B']",0
750,"The following are multiple choice questions (with answers) about common sense.
        
Question: A person is wondering how much the steam from the pot of water that is boiling will measure. They are not able to measure it in a definite way by
A. collecting the condensed liquid
B. making the liquid condense outdoors
Answer:","[' A', ' B']",1
751,"The following are multiple choice questions (with answers) about common sense.
        
Question: nutrients from food and water are not necessary to an organism's
A. friendships
B. survival
Answer:","[' A', ' B']",0
752,"The following are multiple choice questions (with answers) about common sense.
        
Question: If the ground is fully shaded, and plants there barely grow, likely the reason isn't
A. oaks there are mighty
B. birds there are fat
Answer:","[' A', ' B']",1
753,"The following are multiple choice questions (with answers) about common sense.
        
Question: If a thing is electrically insulated, then it is not
A. metal inside, metal outside
B. metal inside, other material outside
Answer:","[' A', ' B']",0
754,"The following are multiple choice questions (with answers) about common sense.
        
Question: One way to retain your own thermal energy is not to
A. wear fluffy socks
B. sit in snow
Answer:","[' A', ' B']",1
755,"The following are multiple choice questions (with answers) about common sense.
        
Question: Which of these isn't less likely to cause pollution
A. chopper
B. mountain bike
Answer:","[' A', ' B']",0
756,"The following are multiple choice questions (with answers) about common sense.
        
Question: If a person wants to save the environment, a thing they can try isn't
A. reusing plastic dishware
B. burning more plastic
Answer:","[' A', ' B']",1
757,"The following are multiple choice questions (with answers) about common sense.
        
Question: The crust under everyone's feet isn't
A. the ice that forms in cold regions
B. the outer covering of the third planet from the sun
Answer:","[' A', ' B']",0
758,"The following are multiple choice questions (with answers) about common sense.
        
Question: Sleet is not
A. potentially dangerous
B. poison
Answer:","[' A', ' B']",1
759,"The following are multiple choice questions (with answers) about common sense.
        
Question: We are trying to use air as sources of energy because there is an infinite amount of it, same with water. These are not two examples of
A. Limited resources
B. Renewable resources
Answer:","[' A', ' B']",0
760,"The following are multiple choice questions (with answers) about common sense.
        
Question: What separates animals that thrive and those that go extinct are not
A. the ability to adapt
B. the type of animal
Answer:","[' A', ' B']",1
761,"The following are multiple choice questions (with answers) about common sense.
        
Question: Nectar isn't taken to
A. flowers
B. a hive
Answer:","[' A', ' B']",0
762,"The following are multiple choice questions (with answers) about common sense.
        
Question: The appropriate place to put this item isn't the recycling bin
A. used soda can
B. used Styrofoam plates
Answer:","[' A', ' B']",1
763,"The following are multiple choice questions (with answers) about common sense.
        
Question: Avoiding the use of fossil fuel is not an example of
A. Ecosystem Vulnerability
B. Conservationism
Answer:","[' A', ' B']",0
764,"The following are multiple choice questions (with answers) about common sense.
        
Question: As a lake increases in size, there aren't more
A. catfish
B. volcanoes
Answer:","[' A', ' B']",1
765,"The following are multiple choice questions (with answers) about common sense.
        
Question: A sunburn isn't most likely to happen after hiking in a
A. wetland
B. desert
Answer:","[' A', ' B']",0
766,"The following are multiple choice questions (with answers) about common sense.
        
Question: the oceans aren't full of
A. sea life
B. fresh water
Answer:","[' A', ' B']",1
767,"The following are multiple choice questions (with answers) about common sense.
        
Question: Winter in the northern hemisphere is not occurring on
A. the day after July 4th
B. the day after November 30th
Answer:","[' A', ' B']",0
768,"The following are multiple choice questions (with answers) about common sense.
        
Question: The transportation with the most mass isn't likely a
A. commercial plane
B. private car
Answer:","[' A', ' B']",1
769,"The following are multiple choice questions (with answers) about common sense.
        
Question: when a tadpole changes into a frog, the tadpole isn't like
A. a grape
B. a maggot
Answer:","[' A', ' B']",0
770,"The following are multiple choice questions (with answers) about common sense.
        
Question: There are less hummingbirds by this house than before not because of
A. a feeder at another house
B. the size of the feeder
Answer:","[' A', ' B']",1
771,"The following are multiple choice questions (with answers) about common sense.
        
Question: A goose needs to move to warmer states for the winter. Leaving its summer home, it heads out without a map, not because it can always find the right way by using
A. a compass that points north
B. the Earth's magnetic patterns
Answer:","[' A', ' B']",0
772,"The following are multiple choice questions (with answers) about common sense.
        
Question: Driving during a snow storm or strong thunderstorm is a bad idea not because bad weather makes it
A. harder to see
B. able to fly
Answer:","[' A', ' B']",1
773,"The following are multiple choice questions (with answers) about common sense.
        
Question: The Appalachians reach amazing heights not because of how stone
A. created anchors
B. piles together
Answer:","[' A', ' B']",0
774,"The following are multiple choice questions (with answers) about common sense.
        
Question: A small rodent will fear a creature such as a fox not because
A. foxes enjoy rodent dinners
B. mice are able to fly
Answer:","[' A', ' B']",1
775,"The following are multiple choice questions (with answers) about common sense.
        
Question: A cow can see that the farmer is coming not because there is light that makes its way
A. into a bucket
B. into his eyes
Answer:","[' A', ' B']",0
776,"The following are multiple choice questions (with answers) about common sense.
        
Question: Humans have the ability to change how much they weigh, but we cannot change how tall we are not because that is
A. hereditary
B. Too hard
Answer:","[' A', ' B']",1
777,"The following are multiple choice questions (with answers) about common sense.
        
Question: A young boy is reprimanded by his mother for sleeping with his heavy blankets over his head. His mother is worried that if the boy continues to sleep like that, he will suffocate. This is not because
A. beds can cause issues with breathing
B. CO2 in large amounts is fatal
Answer:","[' A', ' B']",0
778,"The following are multiple choice questions (with answers) about common sense.
        
Question: Insomniacs are less healthy than other people not because they
A. rarely slumber
B. are in space
Answer:","[' A', ' B']",1
779,"The following are multiple choice questions (with answers) about common sense.
        
Question: There are many protests and outraged people about humans changing the environment of the rain forest not because changing even something small in an environment can
A. make it laugh
B. wreck it
Answer:","[' A', ' B']",0
780,"The following are multiple choice questions (with answers) about common sense.
        
Question: A person can be punched in the chest without the heart stopping not because
A. ribs guard it
B. hearts are hollow
Answer:","[' A', ' B']",1
781,"The following are multiple choice questions (with answers) about common sense.
        
Question: An electric car uses less gasoline than a regular car not because
A. gas is unable to be used
B. power is prioritized over gas
Answer:","[' A', ' B']",0
